DS,What,chr,GO,NS,enrichment,name,ratio_in_study,ratio_in_pop,p_uncorrected,depth,study_count,p_fdr_bh,study_items
Blood cell pcHi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr6,GO:0065003,BP,e,protein-containing complex assembly,108/775,112/953,1.01E-06,5,108,0.00239,"AARS2, ACOT13, AIF1, ALDH5A1, APOM, ARG1, ASF1A, BRD2, CD2AP, CENPQ, CENPW, CSNK2B, DDX39B, FBXO5, GMNN, GNMT, GOPC, HEY2, HFE, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AA, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BA, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HLA-DMA, HLA-DRB1, HMGA1, ITPR3, KCNQ5, KCTD20, LAMA4, MDN1, ME1, NDUFAF4, NUP153, OOEP, PFDN6, PLN, RANBP9, RIMS1, RIPK1, SCUBE3, SHPRH, SLC22A1, SNAP91, SNX9, SOD2, SRSF12, TAPBP, TCP1, TNFAIP3, TRIM27, TSPYL1, TSPYL4, TUBB, TUBB2A, TUBE1, WASF1"
Blood cell pcHi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr6,GO:0043933,BP,e,protein-containing complex organization,114/775,119/953,1.92E-06,4,114,0.00239,"AARS2, ACOT13, AIF1, ALDH5A1, APOM, ARG1, ASF1A, BRD2, CD2AP, CENPQ, CENPW, CSNK2B, DDX39B, FBXO5, GMNN, GNMT, GOPC, HEY2, HFE, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AA, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BA, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HLA-DMA, HLA-DRB1, HMGA1, ITPR3, KCNQ5, KCTD20, LAMA4, MDN1, ME1, MICAL1, MTRF1L, NDUFAF4, NUP153, OOEP, PFDN6, PLN, RANBP9, RIMS1, RIPK1, RPL10A, RPS10, RPS12, RPS18, SCUBE3, SHPRH, SLC22A1, SNAP91, SNX9, SOD2, SRSF12, TAPBP, TCP1, TNFAIP3, TRIM27, TSPYL1, TSPYL4, TUBB, TUBB2A, TUBE1, WASF1"
Blood cell pcHi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr6,GO:0071824,BP,e,protein-DNA complex subunit organization,63/775,63/953,2.28E-06,5,63,0.00239,"ASF1A, BRD2, CENPQ, HEY2, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AA, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BA, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HMGA1, SHPRH, TSPYL1, TSPYL4"
Blood cell pcHi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr6,GO:0065004,BP,e,protein-DNA complex assembly  ,62/775,62/953,2.30E-06,6,62,0.00239,"ASF1A, BRD2, CENPQ, HEY2, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AA, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BA, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, SHPRH, TSPYL1, TSPYL4"
Blood cell pcHi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr6,GO:0034728,BP,e,nucleosome organization       ,62/775,62/953,2.30E-06,6,62,0.00239,"ASF1A, BRD2, CENPQ, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AA, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BA, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HMGA1, SHPRH, TSPYL1, TSPYL4"
Blood cell pcHi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr6,GO:0022607,BP,e,cellular component assembly   ,132/775,140/953,3.45E-06,4,132,0.00293,"AARS2, ACOT13, AHI1, AIF1, ALDH5A1, APOM, ARG1, ASF1A, ATG5, BAG6, BRD2, CD2AP, CENPQ, CENPW, CLDN20, CSNK2B, DDX39B, DST, EHMT2, FBXO5, FGD2, FIG4, GJA10, GMNN, GNMT, GOPC, HEY2, HFE, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AA, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BA, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HLA-DMA, HLA-DRB1, HMGA1, ITPR3, KCNQ5, KCTD20, KHDC3L, KIAA1009, LAMA4, LRRC16A, MDN1, ME1, MSH5, MYO6, NDUFAF4, NEDD9, NUP153, OOEP, PARK2, PFDN6, PHACTR1, PLN, PTPRK, RAB23, RANBP9, RIMS1, RIPK1, RSPH4A, RSPH9, SCUBE3, SHPRH, SLC22A1, SNAP91, SNX9, SOD2, SRSF12, TAPBP, TBPL1, TCP1, TNFAIP3, TNXB, TRIM27, TSPYL1, TSPYL4, TUBB, TUBB2A, TUBE1, UBD, WASF1"
Blood cell pcHi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr6,GO:0006334,BP,e,nucleosome assembly           ,61/775,61/953,3.77E-06,7,61,0.00293,"ASF1A, BRD2, CENPQ, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AA, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BA, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, SHPRH, TSPYL1, TSPYL4"
Blood cell pcHi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr6,GO:0071840,BP,e,cellular component organization or biogenesis,213/775,236/953,2.99E-05,2,213,0.0155,"AARS2, ACOT13, AGER, AHI1, AIF1, ALDH5A1, APOM, ARG1, ARID1B, ASCC3, ASF1A, ATG5, ATP6V1G2, BAG6, BAK1, BLOC1S5, BRD2, C6orf15, CD2AP, CENPQ, CENPW, CEP57L1, CLDN20, CLIC5, COL10A1, COL12A1, COL19A1, COL21A1, COL9A1, CRISP1, CSNK2B, DCDC2, DDR1, DDX39B, DEK, DOPEY1, DSP, DST, DTNBP1, DYNLT1, EDN1, EHMT2, EPB41L2, EPHA7, ESR1, FBXO5, FGD2, FGFR1OP, FIG4, FLOT1, FOXC1, FOXF2, FYN, GCLC, GGNBP1, GJA10, GMNN, GNL1, GNMT, GOPC, HACE1, HDAC2, HEY2, HFE, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AA, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BA, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HLA-DMA, HLA-DRB1, HMGA1, HMGN3, HSP90AB1, IER3, ITPR3, KATNA1, KCNQ5, KCTD20, KHDC3L, KIAA1009, KIF13A, KIFC1, L3MBTL3, LAMA2, LAMA4, LATS1, LRRC16A, LST1, MAP7, MDN1, ME1, MICAL1, MSH5, MTCH1, MTFR2, MTRF1L, MYB, MYO6, NDUFAF4, NEDD9, NR2E1, NUP153, NUP43, OOEP, PARK2, PERP, PEX3, PEX6, PEX7, PFDN6, PHACTR1, PHF1, PHIP, PLN, PTK7, PTPRK, RAB23, RAB32, RANBP9, RIMS1, RIPK1, RPL10A, RPS10, RPS12, RPS18, RPS6KA2, RRP36, RSPH4A, RSPH9, SCUBE3, SHPRH, SIRT5, SLC22A1, SNAP91, SNX9, SOD2, SRSF12, STX11, SYNE1, SYNGAP1, TAPBP, TBPL1, TCP1, TFAP2A, TMEM30A, TNF, TNFAIP3, TNXB, TREM2, TRIM27, TSPYL1, TSPYL4, TTK, TUBB, TUBB2A, TUBE1, TULP1, UBD, UBR2, VEGFA, WASF1, ZKSCAN3"
Blood cell pcHi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr6,GO:0016043,BP,e,cellular component organization,211/775,234/953,4.33E-05,3,211,0.0208,"AARS2, ACOT13, AGER, AHI1, AIF1, ALDH5A1, APOM, ARG1, ARID1B, ASCC3, ASF1A, ATG5, ATP6V1G2, BAG6, BAK1, BLOC1S5, BRD2, C6orf15, CD2AP, CENPQ, CENPW, CEP57L1, CLDN20, CLIC5, COL10A1, COL12A1, COL19A1, COL21A1, COL9A1, CRISP1, CSNK2B, DCDC2, DDR1, DDX39B, DEK, DOPEY1, DSP, DST, DTNBP1, DYNLT1, EDN1, EHMT2, EPB41L2, EPHA7, ESR1, FBXO5, FGD2, FGFR1OP, FIG4, FLOT1, FOXC1, FOXF2, FYN, GCLC, GGNBP1, GJA10, GMNN, GNMT, GOPC, HACE1, HDAC2, HEY2, HFE, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AA, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BA, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HLA-DMA, HLA-DRB1, HMGA1, HMGN3, HSP90AB1, IER3, ITPR3, KATNA1, KCNQ5, KCTD20, KHDC3L, KIAA1009, KIF13A, KIFC1, L3MBTL3, LAMA2, LAMA4, LATS1, LRRC16A, LST1, MAP7, MDN1, ME1, MICAL1, MSH5, MTCH1, MTFR2, MTRF1L, MYB, MYO6, NDUFAF4, NEDD9, NR2E1, NUP153, NUP43, OOEP, PARK2, PERP, PEX3, PEX6, PEX7, PFDN6, PHACTR1, PHF1, PHIP, PLN, PTK7, PTPRK, RAB23, RAB32, RANBP9, RIMS1, RIPK1, RPL10A, RPS10, RPS12, RPS18, RPS6KA2, RSPH4A, RSPH9, SCUBE3, SHPRH, SIRT5, SLC22A1, SNAP91, SNX9, SOD2, SRSF12, STX11, SYNE1, SYNGAP1, TAPBP, TBPL1, TCP1, TFAP2A, TMEM30A, TNF, TNFAIP3, TNXB, TREM2, TRIM27, TSPYL1, TSPYL4, TTK, TUBB, TUBB2A, TUBE1, TULP1, UBD, UBR2, VEGFA, WASF1, ZKSCAN3"
Blood cell pcHi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr6,GO:0032993,CC,e,protein-DNA complex           ,57/775,57/953,1.04E-05,2,57,0.00588,"HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AA, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BA, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, IRF4, SHPRH"
Blood cell pcHi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr6,GO:0000786,CC,e,nucleosome                    ,57/775,57/953,1.04E-05,3,57,0.00588,"HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AA, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BA, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, IRF4, SHPRH"
Blood cell pcHi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr6,GO:0044815,CC,e,DNA packaging complex         ,57/775,57/953,1.04E-05,2,57,0.00588,"HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AA, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BA, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, IRF4, SHPRH"
Blood cell pcHi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr8,GO:0005737,CC,e,cytoplasm                     ,146/434,167/577,7.26E-06,2,146,0.0384,"ADAM9, AGO2, ARFGEF1, ASAP1, ASPH, ATP6V1B2, ATP6V1C1, BAALC, BAG4, BIN3, C8orf37, CA1, CA2, CCAR2, CDCA2, CHMP7, CNOT7, COLEC10, COPS5, CPNE3, CPQ, CRH, CSPP1, CTHRC1, CYC1, DDHD2, DECR1, DLC1, DMTN, DOCK5, DPYS, DPYSL2, E2F5, EGR3, EIF3E, EIF3H, EIF4EBP1, ELP3, EMC2, ENTPD4, EPHX2, ERI1, ERLIN2, EXOSC4, FABP4, FABP5, FAM84B, FNTA, FZD3, FZD6, GINS4, GOT1L1, GSDMC, GTF2E2, HEY1, HMBOX1, HOOK3, HRSP12, HSF1, IDO1, IDO2, IKBKB, IMPA1, INTS10, KIF13B, LRRC6, LRRCC1, LSM1, LY6K, LYN, LZTS1, MAF1, MCPH1, MSRA, MTDH, MTMR9, MTSS1, NCOA2, NDRG1, NDUFAF6, NECAB1, NEIL2, NRG1, NSMAF, NUDCD1, PABPC1, PARP10, PCM1, PCMTD1, PDLIM2, PINX1, PIWIL2, PKIA, PLAT, PLEKHA2, POLB, PPAPDC1B, PPP1R42, PPP2CB, PROSC, PTK2, PTK2B, PXDNL, RAB11FIP1, RAB2A, RBPMS, RDH10, RGS20, RGS22, RIPK2, RNF19A, RPL30, RPS20, RRM2B, SDCBP, SFTPC, SH2D4A, SMIM19, SNAI2, SNTB1, SORBS3, SOX7, SPAG1, SPATC1, STC1, STK3, TACC1, TATDN1, TERF1, TGS1, TPD52, TRIB1, TRIM35, TRIM55, UBE2V2, UBR5, VCPIP1, VPS37A, WISP1, WWP1, XPO7, YWHAZ, ZFPM2, ZHX2, ZNF395, ZNF703"
Blood cell pcHi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr10,GO:1901360,BP,e,organic cyclic compound metabolic process,147/502,163/639,1.34E-05,3,147,0.0349,"ACSL5, ADIRF, ADK, ADRA2A, AKR1C1, AKR1C2, AKR1C3, AKR1C4, ALDH18A1, ARHGAP22, ARID5B, ASCC1, ATAD1, ATOH7, ATP5C1, BCCIP, BMI1, BMPR1A, BNIP3, C10orf2, CCAR1, CDK1, CELF2, CH25H, COMMD3-BMI1, COX15, CREM, CSTF2T, CTBP2, CUBN, CYP17A1, DCLRE1A, DCLRE1C, DHTKD1, DNA2, DNTT, DPYSL4, DRGX, EDRF1, EGR2, ELOVL3, ENO4, ENTPD1, EPC1, ERCC6, ERCC6-PGBD3, EXOSC1, GATA3, GPAM, GSTO1, GSTO2, HELLS, HHEX, HIF1AN, HK1, HKDC1, HMX2, HMX3, HNRNPF, HNRNPH3, IDI1, IDI2, IKZF5, JMJD1C, KAT6B, KIN, LBX1, LCOR, LDB1, MCMBP, METTL10, MGEA5, MGMT, MKI67, MKX, MLLT10, MMS19, MXI1, NCOA4, NFKB2, NKX2-3, NOLC1, NPM3, NRBF2, NT5C2, NUDT5, OAT, OBFC1, PANK1, PAX2, PCBD1, PCGF5, PCGF6, PDCD11, PFKFB3, PFKP, PGAM1, PGBD3, PITX3, PLEKHA1, POLL, POLR3A, PPRC1, PRPF18, PRTFDC1, PSTK, RBM17, RBM20, RP11-12J10.3, RPP30, RPP38, RPS24, SFR1, SGPL1, SIRT1, SMC3, SMNDC1, SUPV3L1, SUV39H2, TAF3, TAF5, TCF7L2, TDRD1, TET1, TFAM, TRDMT1, TRUB1, UBE2D1, UPF2, UROS, VAX1, WAC, ZEB1, ZMIZ1, ZMYND11, ZNF22, ZNF239, ZNF248, ZNF25, ZNF32, ZNF33A, ZNF33B, ZNF438, ZNF485, ZNF487, ZNF488, ZNF511"
Blood cell pcHi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr10,GO:1901576,BP,e,organic substance biosynthetic process,118/502,129/639,2.27E-05,3,118,0.0349,"ACSL5, ADIRF, ADK, AKR1C3, AKR1C4, ALDH18A1, ALOX5, ARHGAP22, ARID5B, ASCC1, ATOH7, ATP5C1, BMI1, BMPR1A, C10orf2, CCAR1, CH25H, CHAT, CHST15, COMMD3-BMI1, COX15, CREM, CSGALNACT2, CTBP2, CYP17A1, DRGX, EDRF1, EGR2, EIF3A, ELOVL3, EPC1, ERCC6, GATA3, GLUD1, GOT1, GPAM, GSTO1, GSTO2, HELLS, HHEX, HIF1AN, HMX2, HMX3, HOGA1, IDI1, IDI2, IKZF5, IPMK, JMJD1C, KAT6B, LBX1, LCOR, LDB1, MAPK8, MAT1A, MKX, MLLT10, MMS19, MRPS16, MXI1, NCOA4, NDST2, NFKB2, NKX2-3, NPM3, NRBF2, OAT, PANK1, PAOX, PAX2, PCBD1, PCGF5, PCGF6, PDSS1, PGAM1, PI4K2A, PIP4K2A, PITX3, PLCE1, POLR3A, PPP1R3C, PPRC1, PRTFDC1, PSTK, PTEN, PTPLA, RPS24, SAMD8, SCD, SGMS1, SGPL1, SIRT1, ST8SIA6, SUV39H2, TAF3, TAF5, TCF7L2, TET1, TFAM, UBE2D1, UROS, VAX1, WAC, ZEB1, ZMIZ1, ZMYND11, ZNF22, ZNF239, ZNF248, ZNF25, ZNF32, ZNF33A, ZNF33B, ZNF438, ZNF485, ZNF487, ZNF488, ZNF511"
Blood cell pcHi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr10,GO:0006725,BP,e,cellular aromatic compound metabolic process,138/502,153/639,2.60E-05,3,138,0.0349,"ACSL5, ADIRF, ADK, ADRA2A, AKR1C1, AKR1C2, AKR1C3, AKR1C4, ARHGAP22, ARID5B, ASCC1, ATAD1, ATOH7, ATP5C1, BCCIP, BMI1, BMPR1A, BNIP3, C10orf2, CCAR1, CDK1, CELF2, COMMD3-BMI1, COX15, CREM, CSTF2T, CTBP2, CUBN, CYP17A1, DCLRE1A, DCLRE1C, DHTKD1, DNA2, DNTT, DPYSL4, DRGX, EDRF1, EGR2, ELOVL3, ENO4, ENTPD1, EPC1, ERCC6, ERCC6-PGBD3, EXOSC1, GATA3, GPAM, HELLS, HHEX, HIF1AN, HK1, HKDC1, HMX2, HMX3, HNRNPF, HNRNPH3, IKZF5, JMJD1C, KAT6B, KIN, LBX1, LCOR, LDB1, MCMBP, METTL10, MGEA5, MGMT, MKI67, MKX, MLLT10, MMS19, MXI1, NCOA4, NFKB2, NKX2-3, NOLC1, NPM3, NRBF2, NT5C2, NUDT5, OBFC1, PANK1, PAX2, PCBD1, PCGF5, PCGF6, PDCD11, PFKFB3, PFKP, PGAM1, PGBD3, PITX3, POLL, POLR3A, PPRC1, PRPF18, PRTFDC1, PSTK, RBM17, RBM20, RP11-12J10.3, RPP30, RPP38, RPS24, SFR1, SIRT1, SMC3, SMNDC1, SUPV3L1, SUV39H2, TAF3, TAF5, TCF7L2, TDRD1, TET1, TFAM, TRDMT1, TRUB1, UBE2D1, UPF2, UROS, VAX1, WAC, ZEB1, ZMIZ1, ZMYND11, ZNF22, ZNF239, ZNF248, ZNF25, ZNF32, ZNF33A, ZNF33B, ZNF438, ZNF485, ZNF487, ZNF488, ZNF511"
