DS,What,chr,GO,NS,enrichment,name,ratio_in_study,ratio_in_pop,p_uncorrected,depth,study_count,p_fdr_bh,study_items
Blood cell pcHi-C,Cliques w/ 5+ tissue vs Links w/ 2+ tissue,chr11,GO:0044271,BP,e,cellular nitrogen compound biosynthetic process,69/443,126/1117,0.000322,4,69,0.0313,"ACAD8, AMPD3, ANKRD42, APBB1, ARRB1, BCL9L, BIRC2, CARNS1, CLP1, CPSF7, CREBZF, CSTF3, CTNND1, CTR9, DLAT, EED, EEF1G, ELP4, ETS1, FAU, FLI1, GTF2H1, HMBS, HSD17B12, HSPA8, IGHMBP2, KAT5, KDM4D, KMT2A, LPXN, MED17, MRE11A, MRPL16, MRPL17, MRPL21, MRPL49, MYRF, NFRKB, NPAT, PAX6, PCF11, PHOX2A, POLD3, POLR2G, PRDM10, PRG3, PTS, RCOR2, RPS13, RPS25, RPS3, RRM1, RRP8, RSF1, SMPD1, SOX6, SRPR, SSRP1, TAF10, TAF1D, TAF6L, THRSP, TNKS1BP1, TRIM22, YAP1, ZBTB16, ZBTB3, ZBTB44, ZNF143"
Blood cell pcHi-C,Cliques w/ 5+ tissue vs Links w/ 2+ tissue,chr11,GO:0009056,BP,e,catabolic process             ,53/443,92/1117,0.000333,2,53,0.0317,"ACAD8, ACAT1, AMPD3, APOA4, APOA5, APOC3, ARRB1, ASRGL1, ATM, BCO2, BIRC2, BSCL2, CAT, CD44, CPT1A, CUL5, DCPS, DDB1, DDX6, EI24, FAU, FEN1, KAT5, LDHA, LRTOMT, MMP20, MMP27, MMP7, MMP8, PAFAH1B2, PATL1, PDE2A, PDE3B, PPP1CA, PSMA1, PSMD13, RNASEH2C, RPS13, RPS25, RPS3, SMPD1, SYVN1, TNKS1BP1, TPP1, TREH, TSG101, UBE2L6, UBE4A, UBXN1, USP28, USP35, USP47, VPS51"
Blood cell pcHi-C,Cliques w/ 5+ tissue vs Links w/ 2+ tissue,chr11,GO:0006974,BP,e,cellular response to DNA damage stimulus,33/443,51/1117,0.000337,4,33,0.0317,"ALKBH3, APBB1, ATM, C11orf82, CCND1, CHEK1, DDB1, EI24, FANCF, FEN1, GTF2H1, H2AFX, IGHMBP2, KAT5, MACROD1, MRE11A, MUS81, NFRKB, OTUB1, PGAP2, POLD3, POLD4, POLR2G, PRPF19, PSMA1, PSMD13, RAD9A, RPS3, SSRP1, TMEM109, USP28, USP47, YAP1"
Blood cell pcHi-C,Cliques w/ 5+ tissue vs Links w/ 2+ tissue,chr11,GO:0080090,BP,e,regulation of primary metabolic process,114/443,227/1117,0.000343,4,114,0.0317,"AAMDC, ACAD8, ANKRD42, ANKRD49, APBB1, APLP2, APOA1, APOA4, APOA5, APOC3, ARRB1, BCL9L, BIRC2, BIRC3, BSCL2, CAT, CCND1, CD3D, CD3E, CD44, CDKN1C, CDON, CHEK1, CHORDC1, CLCF1, CLPB, CNTF, CPT1A, CREBZF, CRYAB, CTNND1, CTR9, DBX1, DCPS, DDX25, DDX6, DLAT, EED, EIF3M, EIF4G2, ELP4, ETS1, FLI1, FOXR1, GTF2H1, H2AFX, HPX, HSPA8, HTATIP2, IGHMBP2, ILK, INPPL1, KAT5, KDM4D, KMT2A, LDLRAD3, LPXN, LRP4, MED17, MED19, MOB2, MRE11A, MTA2, MYRF, NFRKB, NPAT, OTUB1, PATL1, PAX6, PDE2A, PDE3B, PDHX, PHOX2A, PICALM, PPP1CA, PRDM10, PRG3, PRMT3, PRPF19, PRR5L, PSMA1, PSMD13, PTPRJ, RAG1, RCOR2, RHOG, RNF141, RPS13, RPS3, RRP8, RSF1, SCGB1A1, SERPING1, SMPD1, SOX6, SSRP1, TAF1D, TAF6L, THRSP, TIRAP, TNKS1BP1, TRAF6, TRIM22, TRIM5, TSG101, UBASH3B, UBXN1, USP47, YAP1, ZBTB16, ZBTB3, ZBTB44, ZFP91, ZNF143"
Blood cell pcHi-C,Cliques w/ 5+ tissue vs Links w/ 2+ tissue,chr11,GO:0065003,BP,e,protein-containing complex assembly,40/443,65/1117,0.000346,5,40,0.0317,"ACAT1, APOA1, APOA4, APOC3, ARL2, BIRC2, BIRC3, CAT, CD3E, CD3G, CEP57, CLP1, CPSF7, CPT1A, CRYAB, DPAGT1, EHD1, EIF3M, H2AFX, IGHMBP2, ILK, KCTD14, KCTD21, KMT2A, LPXN, NUP98, P2RX3, PANX1, PANX3, PICALM, PIK3C2A, PRPF19, RPS25, RRM1, RSF1, TAF10, TRAF6, TRIM22, TRIM5, ZW10"
Blood cell pcHi-C,Cliques w/ 5+ tissue vs Links w/ 2+ tissue,chr11,GO:0008104,BP,e,protein localization          ,49/443,85/1117,0.000514,4,49,0.0442,"AIP, APOC3, ARCN1, ARL2, ARRB1, BET1L, C11orf73, CD3G, CFL1, COPB1, DYNC2H1, EHD1, EXPH5, FAM160A2, FAU, KIF18A, LAMTOR1, LIN7C, LRP4, NUP160, PAX6, PDE2A, PGAP2, PITPNM1, RAB30, RAB3IL1, RHOG, RPS13, RPS25, RPS3, SLC15A3, SNX19, SNX32, SORL1, SRPR, STX5, SYTL2, TBRG1, TIMM10, TIMM10B, TIMM8B, TRIM3, TSG101, UEVLD, VPS26B, VPS37C, VPS51, ZBTB16, ZW10"
Blood cell pcHi-C,Cliques w/ 5+ tissue vs Links w/ 2+ tissue,chr11,GO:0033036,BP,e,macromolecule localization    ,49/443,85/1117,0.000514,2,49,0.0442,"AIP, APOC3, ARCN1, ARL2, ARRB1, BET1L, C11orf73, CD3G, CFL1, COPB1, DYNC2H1, EHD1, EXPH5, FAM160A2, FAU, KIF18A, LAMTOR1, LIN7C, LRP4, NUP160, PAX6, PDE2A, PGAP2, PITPNM1, RAB30, RAB3IL1, RHOG, RPS13, RPS25, RPS3, SLC15A3, SNX19, SNX32, SORL1, SRPR, STX5, SYTL2, TBRG1, TIMM10, TIMM10B, TIMM8B, TRIM3, TSG101, UEVLD, VPS26B, VPS37C, VPS51, ZBTB16, ZW10"
Blood cell pcHi-C,Cliques w/ 5+ tissue vs Links w/ 2+ tissue,chr11,GO:0070727,BP,e,cellular macromolecule localization,49/443,85/1117,0.000514,3,49,0.0442,"AIP, APOC3, ARCN1, ARL2, ARRB1, BET1L, C11orf73, CD3G, CFL1, COPB1, DYNC2H1, EHD1, EXPH5, FAM160A2, FAU, KIF18A, LAMTOR1, LIN7C, LRP4, NUP160, PAX6, PDE2A, PGAP2, PITPNM1, RAB30, RAB3IL1, RHOG, RPS13, RPS25, RPS3, SLC15A3, SNX19, SNX32, SORL1, SRPR, STX5, SYTL2, TBRG1, TIMM10, TIMM10B, TIMM8B, TRIM3, TSG101, UEVLD, VPS26B, VPS37C, VPS51, ZBTB16, ZW10"
Blood cell pcHi-C,Cliques w/ 5+ tissue vs Links w/ 2+ tissue,chr11,GO:0010212,BP,e,response to ionizing radiation,12/443,14/1117,0.000516,4,12,0.0442,"ATM, C11orf82, CCND1, CRYAB, CYP2R1, H2AFX, KAT5, RAD9A, RRM1, TMEM109, USP28, YAP1"
Blood cell pcHi-C,Cliques w/ 5+ tissue vs Links w/ 2+ tissue,chr11,GO:0006259,BP,e,DNA metabolic process         ,32/443,50/1117,0.000535,6,32,0.0453,"ALKBH3, APBB1, ARRB1, ATM, BANF1, CHEK1, DDB1, FANCF, FEN1, GTF2H1, H2AFX, IGHMBP2, KAT5, KMT2A, MRE11A, MTA2, MUS81, NFRKB, NUP98, OTUB1, POLD3, POLD4, POLR2G, PRPF19, RAD9A, RAG1, RRM1, SSRP1, TBRG1, TNKS1BP1, USP28, USP47"
Blood cell pcHi-C,Cliques w/ 5+ tissue vs Links w/ 2+ tissue,chr11,GO:0043231,CC,e,intracellular membrane-bounded organelle,216/443,428/1117,6.78e-09,4,216,5.52e-06,"ACAD8, ACAT1, AHNAK, AIP, ALKBH3, ANKRD42, ANKRD49, APBB1, APLP2, APOA1, APOA4, APOC3, ARAP1, ARCN1, ARL2, ARRB1, ASRGL1, ATM, B3GAT3, BCL9L, BCO2, BET1L, BIRC2, BIRC3, C11orf1, C11orf49, C11orf54, C11orf73, C11orf82, CAT, CCDC86, CCDC89, CCDC90B, CCND1, CD44, CDKN1C, CEP57, CFL1, CHEK1, CLPB, CNTF, COPB1, CPSF7, CPT1A, CREBZF, CRYAB, CSTF3, CTNND1, CTR9, CUL5, CYP2R1, DBX1, DCPS, DDB1, DDX25, DENND5A, DLAT, DPAGT1, DYNC2H1, EED, EHD1, EIF1AD, ETS1, EXPH5, FAM111A, FEN1, FLI1, FNBP4, FOLR1, FOXR1, FOXRED1, FTH1, FXYD2, GANAB, GLYAT, GTF2H1, H2AFX, HNRNPUL2, HNRNPUL2-BSCL2, HSPA8, HSPB2, HSPB2-C11orf52, HTATIP2, HYLS1, IGHMBP2, IMMP1L, INPPL1, JRKL, KAT5, KCNJ11, KCNQ1, KDM4D, KIF18A, KMT2A, LAMTOR1, LDHA, LPXN, MACROD1, MARK2, MED17, MED19, METTL12, MOB2, MRE11A, MRPL16, MRPL17, MRPL21, MRPL49, MRVI1, MSANTD4, MTA2, MYRF, NARS2, NAT10, NAV2, NCAPD3, NFRKB, NPAT, NUCB2, NUMA1, NUP98, NXF1, P2RX3, P4HA3, PANX1, PATL1, PAX6, PDE2A, PDE3B, PDHX, PGAP2, PHOX2A, PICALM, PIK3C2A, POLD3, POLD4, POLR2G, PPP1CA, PRCP, PRDM10, PRG2, PRPF19, PRR5L, PSMA1, PTS, PUS3, PVRL1, RAB30, RAD9A, RAG1, RCN1, RCOR2, REXO2, RNASEH2C, RP11-399J13.3, RPS13, RPS3, RPUSD4, RRP8, RSF1, SC5D, SCGB1A1, SDHD, SERGEF, SIAE, SIK2, SIRT3, SLC17A6, SLC3A2, SMPD1, SMTNL1, SORL1, SOX6, SRPR, SSRP1, ST3GAL4, STIM1, STX5, SYTL2, SYVN1, TAF10, TAF6L, TBRG1, THRSP, THYN1, TIGD3, TIMM10, TIMM8B, TIRAP, TM7SF2, TMEM109, TMEM126A, TMEM223, TNKS1BP1, TPCN2, TPP1, TRAF6, TRAPPC4, TRIM22, TRIM3, TRIM5, TSG101, UBASH3B, UBXN1, USP28, VPS37C, VPS51, WDR74, YAP1, ZBTB16, ZBTB3, ZBTB44, ZFP91, ZNF259, ZP1, ZW10"
Blood cell pcHi-C,Cliques w/ 5+ tissue vs Links w/ 2+ tissue,chr11,GO:0043227,CC,e,membrane-bounded organelle    ,217/443,433/1117,1.53e-08,3,217,1.11e-05,"ACAD8, ACAT1, AHNAK, AIP, ALKBH3, ANKRD42, ANKRD49, APBB1, APLP2, APOA1, APOA4, APOC3, ARAP1, ARCN1, ARL2, ARRB1, ASRGL1, ATM, B3GAT3, BCL9L, BCO2, BET1L, BIRC2, BIRC3, C11orf1, C11orf49, C11orf54, C11orf73, C11orf82, CAT, CCDC86, CCDC89, CCDC90B, CCND1, CD44, CDKN1C, CEP57, CFL1, CHEK1, CLPB, CNTF, COPB1, CPSF7, CPT1A, CREBZF, CRYAB, CSTF3, CTNND1, CTR9, CUL5, CYP2R1, DBX1, DCPS, DDB1, DDX25, DENND5A, DLAT, DPAGT1, DYNC2H1, EED, EHD1, EIF1AD, ETS1, EXPH5, FAM111A, FEN1, FLI1, FNBP4, FOLR1, FOXR1, FOXRED1, FTH1, FXYD2, GANAB, GLYAT, GTF2H1, H2AFX, HNRNPUL2, HNRNPUL2-BSCL2, HSPA8, HSPB2, HSPB2-C11orf52, HTATIP2, HYLS1, IGHMBP2, IMMP1L, INPPL1, JRKL, KAT5, KCNJ11, KCNQ1, KDM4D, KIF18A, KMT2A, LAMTOR1, LDHA, LPXN, MACROD1, MARK2, MED17, MED19, METTL12, MOB2, MRE11A, MRPL16, MRPL17, MRPL21, MRPL49, MRVI1, MSANTD4, MTA2, MYRF, NARS2, NAT10, NAV2, NCAPD3, NFRKB, NPAT, NUCB2, NUMA1, NUP98, NXF1, P2RX3, P4HA3, PANX1, PATL1, PAX6, PDE2A, PDE3B, PDHX, PGAP2, PHOX2A, PICALM, PIK3C2A, POLD3, POLD4, POLR2G, PPP1CA, PRCP, PRDM10, PRG2, PRPF19, PRR5L, PSMA1, PTS, PUS3, PVRL1, RAB30, RAD9A, RAG1, RCN1, RCOR2, REXO2, RNASEH2C, RP11-399J13.3, RPS13, RPS3, RPUSD4, RRP8, RSF1, SC5D, SCGB1A1, SDHD, SERGEF, SIAE, SIK2, SIRT3, SLC17A6, SLC3A2, SMPD1, SMTNL1, SORL1, SOX6, SPA17, SRPR, SSRP1, ST3GAL4, STIM1, STX5, SYTL2, SYVN1, TAF10, TAF6L, TBRG1, THRSP, THYN1, TIGD3, TIMM10, TIMM8B, TIRAP, TM7SF2, TMEM109, TMEM126A, TMEM223, TNKS1BP1, TPCN2, TPP1, TRAF6, TRAPPC4, TRIM22, TRIM3, TRIM5, TSG101, UBASH3B, UBXN1, USP28, VPS37C, VPS51, WDR74, YAP1, ZBTB16, ZBTB3, ZBTB44, ZFP91, ZNF259, ZP1, ZW10"
Blood cell pcHi-C,Cliques w/ 5+ tissue vs Links w/ 2+ tissue,chr11,GO:0032991,CC,e,protein-containing complex    ,121/443,213/1117,2.48e-08,1,121,1.62e-05,"ANAPC15, APOA1, APOA4, APOA5, APOC3, ARCN1, ARRB1, BEST1, BET1L, BIRC2, BIRC3, BUD13, CCND1, CD3D, CD3E, CD3G, CLCF1, CLP1, CNTF, COPB1, CPSF7, CTR9, CUL5, CWC15, DDB1, DDX6, DIXDC1, DLAT, DNHD1, DYNC2H1, EED, EEF1G, EIF3M, EIF4G2, ELP4, ETS1, FAM160A2, FANCF, FAU, FOXR1, FTH1, FXYD2, GANAB, GLB1L2, GLB1L3, GNG3, GTF2H1, H2AFX, HPS5, HSPA8, IGHMBP2, ILK, IMMP1L, INTS4, INTS5, KAT5, KCNJ1, KCNJ11, KCNQ1, KIF18A, KMT2A, LAMTOR1, MED17, MED19, MRE11A, MTA2, NCAPD3, NDUFC2, NFRKB, NUP160, NUP98, NXF1, P4HA3, PANX1, PATL1, PCF11, PDE3B, PICALM, PIK3C2A, POLD3, POLR2G, PPP1CA, PRPF19, PRR5L, PSMA1, PSMD13, RAD9A, RCOR2, RNASEH2C, RPS13, RPS25, RPS3, RRM1, RRP8, RSF1, SDHD, SORL1, SRPR, STIM1, STT3A, STX5, TAF10, TAF1D, TAF6L, TIMM10, TIMM10B, TIMM8B, TNKS1BP1, TRAF6, TRAPPC4, TSG101, TUT1, UBE4A, UBXN1, USP28, USP47, VPS26B, VPS37C, VPS51, YAP1, ZBTB16"
Blood cell pcHi-C,Cliques w/ 5+ tissue vs Links w/ 2+ tissue,chr11,GO:0043229,CC,e,intracellular organelle       ,229/443,469/1117,1.29e-07,3,229,4.96e-05,"ACAD8, ACAT1, AHNAK, AIP, ALKBH3, ANKRD42, ANKRD49, APBB1, APLP2, APOA1, APOA4, APOC3, ARAP1, ARCN1, ARHGAP32, ARL2, ARRB1, ASRGL1, ATM, B3GAT3, BANF1, BCL9L, BCO2, BET1L, BIRC2, BIRC3, C11orf1, C11orf49, C11orf54, C11orf73, C11orf82, CAT, CCDC86, CCDC89, CCDC90B, CCND1, CD44, CDKN1C, CEP57, CFL1, CHEK1, CLPB, CNTF, COPB1, CPSF7, CPT1A, CREBZF, CRYAB, CSTF3, CTNND1, CTR9, CUL5, CYP2R1, DBX1, DCPS, DDB1, DDX25, DDX6, DENND5A, DLAT, DPAGT1, DYNC2H1, EED, EHD1, EIF1AD, ETS1, EXPH5, FAM111A, FAU, FEN1, FLI1, FNBP4, FOLR1, FOXR1, FOXRED1, FTH1, FXYD2, GANAB, GLYAT, GTF2H1, H2AFX, HNRNPUL2, HNRNPUL2-BSCL2, HSPA8, HSPB2, HSPB2-C11orf52, HTATIP2, HYLS1, IGHMBP2, IMMP1L, INPPL1, JRKL, KAT5, KCNJ11, KCNQ1, KDM4D, KIAA1731, KIF18A, KMT2A, LAMTOR1, LDHA, LPXN, MACROD1, MARK2, MED17, MED19, METTL12, MOB2, MRE11A, MRPL16, MRPL17, MRPL21, MRPL49, MRVI1, MSANTD4, MTA2, MUS81, MYRF, NARS2, NAT10, NAV2, NCAPD3, NFRKB, NPAT, NUCB2, NUMA1, NUP160, NUP98, NXF1, P2RX3, P4HA3, PAFAH1B2, PANX1, PATL1, PAX6, PDE2A, PDE3B, PDHX, PGAP2, PHOX2A, PICALM, PIK3C2A, PITPNM1, POLD3, POLD4, POLR2G, PPP1CA, PRCP, PRDM10, PRG2, PRMT3, PRPF19, PRR5L, PSMA1, PTS, PUS3, PVRL1, RAB30, RAD9A, RAG1, RCN1, RCOR2, REXO2, RNASEH2C, RP11-399J13.3, RPS13, RPS25, RPS3, RPUSD4, RRP8, RSF1, SC5D, SCGB1A1, SDHD, SERGEF, SIAE, SIK2, SIRT3, SLC17A6, SLC3A2, SMPD1, SMTNL1, SORL1, SOX6, SRPR, SSRP1, ST3GAL4, STIM1, STX5, SYTL2, SYVN1, TAF10, TAF6L, TBRG1, THRSP, THYN1, TIGD3, TIMM10, TIMM8B, TIRAP, TM7SF2, TMEM109, TMEM126A, TMEM223, TNKS1BP1, TPCN2, TPP1, TRAF6, TRAPPC4, TRIM22, TRIM3, TRIM5, TSG101, TUT1, UBASH3B, UBXN1, USP28, VPS37C, VPS51, WDR74, YAP1, YPEL4, ZBTB16, ZBTB3, ZBTB44, ZFP91, ZNF259, ZP1, ZW10"
Blood cell pcHi-C,Cliques w/ 5+ tissue vs Links w/ 2+ tissue,chr11,GO:0043226,CC,e,organelle                     ,232/443,480/1117,2.89e-07,2,232,9.25e-05,"ACAD8, ACAT1, AHNAK, AIP, ALKBH3, ANKRD42, ANKRD49, APBB1, APLP2, APOA1, APOA4, APOC3, ARAP1, ARCN1, ARHGAP32, ARL2, ARRB1, ASRGL1, ATM, B3GAT3, BANF1, BCL9L, BCO2, BET1L, BIRC2, BIRC3, C11orf1, C11orf49, C11orf54, C11orf73, C11orf82, CAT, CCDC86, CCDC89, CCDC90B, CCND1, CD44, CDKN1C, CEP57, CFL1, CHEK1, CLPB, CNTF, COPB1, CPSF7, CPT1A, CREBZF, CRYAB, CSTF3, CTNND1, CTR9, CUL5, CYP2R1, DBX1, DCPS, DDB1, DDX25, DDX6, DENND5A, DLAT, DLG2, DPAGT1, DYNC2H1, EED, EHD1, EIF1AD, ETS1, EXPH5, FAM111A, FAU, FEN1, FLI1, FNBP4, FOLR1, FOXR1, FOXRED1, FTH1, FXYD2, GANAB, GLYAT, GTF2H1, H2AFX, HNRNPUL2, HNRNPUL2-BSCL2, HSPA8, HSPB2, HSPB2-C11orf52, HTATIP2, HYLS1, IGHMBP2, IMMP1L, INPPL1, JRKL, KAT5, KCNJ11, KCNQ1, KDM4D, KIAA1731, KIF18A, KMT2A, LAMTOR1, LDHA, LIN7C, LPXN, MACROD1, MARK2, MED17, MED19, METTL12, MOB2, MRE11A, MRPL16, MRPL17, MRPL21, MRPL49, MRVI1, MSANTD4, MTA2, MUS81, MYRF, NARS2, NAT10, NAV2, NCAPD3, NFRKB, NPAT, NUCB2, NUMA1, NUP160, NUP98, NXF1, P2RX3, P4HA3, PAFAH1B2, PANX1, PATL1, PAX6, PDE2A, PDE3B, PDHX, PGAP2, PHOX2A, PICALM, PIK3C2A, PITPNM1, POLD3, POLD4, POLR2G, PPP1CA, PRCP, PRDM10, PRG2, PRMT3, PRPF19, PRR5L, PSMA1, PTS, PUS3, PVRL1, RAB30, RAD9A, RAG1, RCN1, RCOR2, REXO2, RNASEH2C, RP11-399J13.3, RPS13, RPS25, RPS3, RPUSD4, RRP8, RSF1, SC5D, SCGB1A1, SDHD, SERGEF, SIAE, SIK2, SIRT3, SLC17A6, SLC3A2, SMPD1, SMTNL1, SORL1, SOX6, SPA17, SRPR, SSRP1, ST3GAL4, STIM1, STX5, SYTL2, SYVN1, TAF10, TAF6L, TBRG1, THRSP, THYN1, TIGD3, TIMM10, TIMM8B, TIRAP, TM7SF2, TMEM109, TMEM126A, TMEM223, TNKS1BP1, TPCN2, TPP1, TRAF6, TRAPPC4, TRIM22, TRIM3, TRIM5, TSG101, TUT1, UBASH3B, UBXN1, USP28, VPS37C, VPS51, WDR74, YAP1, YPEL4, ZBTB16, ZBTB3, ZBTB44, ZFP91, ZNF259, ZP1, ZW10"
Blood cell pcHi-C,Cliques w/ 5+ tissue vs Links w/ 2+ tissue,chr11,GO:0005634,CC,e,nucleus                       ,138/443,258/1117,3.33e-07,5,138,9.87e-05,"AHNAK, AIP, ALKBH3, ANKRD42, ANKRD49, APBB1, APLP2, APOA1, ARL2, ARRB1, ASRGL1, ATM, BCL9L, BET1L, BIRC2, BIRC3, C11orf1, C11orf49, C11orf54, C11orf73, C11orf82, CCDC86, CCDC89, CCND1, CDKN1C, CEP57, CFL1, CHEK1, CPSF7, CREBZF, CRYAB, CSTF3, CTNND1, CTR9, CUL5, DBX1, DCPS, DDB1, DDX25, EED, EIF1AD, ETS1, FAM111A, FEN1, FLI1, FNBP4, FOXR1, GTF2H1, H2AFX, HNRNPUL2, HNRNPUL2-BSCL2, HSPA8, HSPB2, HSPB2-C11orf52, HTATIP2, HYLS1, IGHMBP2, JRKL, KAT5, KDM4D, KIF18A, KMT2A, LPXN, MACROD1, MARK2, MED17, MED19, MOB2, MRE11A, MSANTD4, MTA2, MYRF, NAT10, NAV2, NCAPD3, NFRKB, NPAT, NUCB2, NUMA1, NUP98, NXF1, PAX6, PDE2A, PGAP2, PHOX2A, PICALM, PIK3C2A, POLD3, POLD4, POLR2G, PPP1CA, PRDM10, PRPF19, PSMA1, PUS3, RAB30, RAD9A, RAG1, RCOR2, REXO2, RNASEH2C, RP11-399J13.3, RPS13, RPS3, RRP8, RSF1, SERGEF, SIK2, SMTNL1, SOX6, SSRP1, STX5, SYTL2, SYVN1, TAF10, TAF6L, TBRG1, THRSP, THYN1, TIGD3, TMEM109, TNKS1BP1, TRAF6, TRIM22, TRIM5, UBASH3B, UBXN1, USP28, VPS37C, VPS51, WDR74, YAP1, ZBTB16, ZBTB3, ZBTB44, ZFP91, ZNF259, ZW10"
Blood cell pcHi-C,Cliques w/ 5+ tissue vs Links w/ 2+ tissue,chr11,GO:0140535,CC,e,intracellular protein-containing complex,25/443,30/1117,1.06e-06,2,25,0.000247,"ANAPC15, CLP1, CUL5, DDB1, ELP4, FTH1, HPS5, KAT5, LAMTOR1, PATL1, PDE3B, POLD3, POLR2G, PRPF19, PRR5L, PSMA1, PSMD13, RNASEH2C, TAF10, TAF6L, TNKS1BP1, TRAPPC4, UBE4A, UBXN1, USP47"
Blood cell pcHi-C,Cliques w/ 5+ tissue vs Links w/ 2+ tissue,chr11,GO:1902494,CC,e,catalytic complex             ,39/443,55/1117,1.75e-06,2,39,0.000381,"ANAPC15, ARRB1, CCND1, CLP1, CUL5, DDB1, DLAT, DNHD1, DYNC2H1, EED, ELP4, GANAB, GLB1L2, GLB1L3, GNG3, GTF2H1, IMMP1L, KAT5, KMT2A, MTA2, NDUFC2, NFRKB, PIK3C2A, POLD3, POLR2G, PPP1CA, PRPF19, PSMA1, PSMD13, RNASEH2C, RRM1, RSF1, SDHD, STT3A, TAF10, TAF6L, UBE4A, UBXN1, USP47"
Blood cell pcHi-C,Cliques w/ 5+ tissue vs Links w/ 2+ tissue,chr11,GO:0140513,CC,e,nuclear protein-containing complex,33/443,44/1117,1.94e-06,2,33,0.000407,"ANAPC15, BUD13, CLP1, CPSF7, CTR9, CWC15, EED, ELP4, FANCF, GTF2H1, HSPA8, INTS4, INTS5, KMT2A, MED17, MED19, MRE11A, MTA2, NFRKB, NUP160, NUP98, NXF1, PCF11, POLD3, POLR2G, PRPF19, RAD9A, RRP8, RSF1, TAF10, TAF1D, TAF6L, TUT1"
Blood cell pcHi-C,Cliques w/ 5+ tissue vs Links w/ 2+ tissue,chr11,GO:1990234,CC,e,transferase complex           ,18/443,23/1117,0.000293,3,18,0.0294,"ANAPC15, CCND1, CUL5, DDB1, EED, ELP4, GTF2H1, KAT5, KMT2A, PIK3C2A, POLD3, POLR2G, PRPF19, STT3A, TAF10, TAF6L, UBE4A, USP47"
